Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Commonwealth Nissan,1 Commonwealth Dr,,Lawrence,MA,1841,,978-685-3400,E,,Public - Call ahead,Dealership business hours,,,,,,,2,,Non-Networked,,200-9,42.715137,-71.139068,2/12/2024,49809,2025-02-12 00:16:32 UTC,P,,,10/1/2016,,,,,CHADEMO J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,PEOPLESBANK 547 MEMORIAL,547 Memorial Ave,,West Springfield,MA,1089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.09573,-72.606154,11/12/2025,50080,2025-11-12 01:24:08 UTC,,,,11/1/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
CNG,Waste Management - Norton Hauling,100 Hill St,,Norton,MA,2766,,,E,,Private,,,,B,3600,,,,,,,200-9,41.951097,-71.1434,12/13/2023,50262,2024-08-27 18:49:17 UTC,P,,,1/22/2014,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,B,3600,HD,,,,,,,,,,,HD,,
ELEC,PEOPLESBANK EV STATION 1,330 Whitney Ave,,Holyoke,MA,1040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.169074,-72.64656,11/12/2025,50483,2025-11-12 01:24:03 UTC,,,,12/15/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Milford Nissan,320 E Main St,,Milford,MA,1757,,888-474-8603,E,,Public - Call ahead,24 hours daily,,,,,,2,1,,Non-Networked,,200-9,42.151933,-71.49534,2/12/2024,50831,2025-02-12 00:16:32 UTC,P,,,3/1/2012,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Kitchen Associates,76 Leominster Rd,,Sterling,MA,1564,,978-422-3322,E,,Public,24 hours daily; for customer use only,,,,,,1,,,Non-Networked,,GPS,42.447366,-71.750743,1/13/2025,51534,2025-02-12 00:16:32 UTC,P,,,4/1/2013,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,BIG Y FOODS NORTHAMPTON,138 N King St,Located in Parking Lot in front of BIG Y,Northampton,MA,1060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.34054,-72.64216,11/12/2025,51978,2025-11-12 01:28:01 UTC,,,,5/15/2013,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Chapman Davis Parking Lot,51 Chapman St,"Located in the parking lot between Chapman and Davis streets, on Chapman side of lot.",Greenfield,MA,1301,,413-772-1412,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,42.589292,-72.602897,12/13/2023,52053,2024-01-31 22:07:01 UTC,LG,,,1/1/2013,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Greenfield City Hall,14 Court Square,Located in the parking lot behind town hall,Greenfield,MA,1301,,413-772-1412,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,42.587554,-72.601296,1/9/2024,52054,2024-01-31 22:07:01 UTC,LG,,,9/29/2016,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
CNG,Clean Energy - ABC Disposal,1069 Shawmut Ave,,New Bedford,MA,2746,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy D FleetOne FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.662033,-70.949338,9/12/2025,52687,2025-09-12 21:23:31 UTC,P,,,4/15/2014,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FLEET_GARAGE,1,NONE,,,,,,,,,,Q,3600,HD,,,FALSE,,,,,,TRUE,,HD,,
LPG,County Energy Products,8 Emerson Ave,Located behind Dunkin Donuts,Chelmsford,MA,1824,,978-250-5855,E,,Public,"6am-6pm M-F, 8am-4pm Sat",Cash D M V Wright_Exp,,,,,,,,,,200-9,42.603512,-71.344342,11/13/2025,52871,2025-11-13 20:04:56 UTC,P,,,9/12/2013,,,TRUE,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME,,,,,,,,FALSE,,,,,,,,HD,,
CNG,Massachusetts Bay Transportation Authority Arborway - Boston MA,3550 Washington St,,Boston,MA,2130,,,E,,Private,,,,Q,3600,,,,,,,200-9,42.303856,-71.109589,11/6/2024,52997,2025-05-06 20:48:07 UTC,LG,,,9/1/2013,,HD,,,,US,,,,Privé,,private,,,MUNI_GOV,1,,2800,,,,,,,,,Q,3600,HD,,,,,,,,,,,HD,,
CNG,Massachusetts Bay Transportation Authority Cabot Yard - Boston MA,275 Dorchester Ave,,Boston,MA,2127,,,E,,Private,,,,Q,3600,,,,,,,200-8,42.338197,-71.057123,11/6/2024,52998,2025-05-06 20:48:07 UTC,LG,,,9/1/2013,,HD,,,,US,,,,Privé,,private,,,MUNI_GOV,1,,2800,,,,,,,,,Q,3600,HD,,,,,,,,,,,HD,,
ELEC,TUFTS U. DOWLING HALL,419 Boston Ave,1st Floor Garage,Medford,MA,2155,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.408809,-71.118457,11/13/2025,53091,2025-11-13 01:12:04 UTC,,,,9/15/2013,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BRANDEIS ADMISSIONS LOT,Loop Rd,at the Schlossberg lot and Shapiro admissions,Waltham,MA,2453,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.364399,-71.259886,11/13/2025,53093,2025-11-13 01:12:47 UTC,,,,9/15/2013,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PEOPLESBANK 300 KING ST,300 King St,,Northampton,MA,1060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.333019,-72.635767,11/12/2025,53419,2025-11-12 01:24:06 UTC,,,,10/15/2013,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,STATION 800 TECHSQGRG4,800 Technology Sq.,Located on groung floor North West Corner,Cambridge,MA,2139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.364906,-71.09234,11/13/2025,55674,2025-11-13 01:12:11 UTC,,,,1/20/2014,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Athol Public Library,568 Main St,,Athol,MA,1331,,978-249-9515,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,42.594042,-72.228514,12/10/2024,61317,2025-02-12 00:16:32 UTC,P,,,2/1/2014,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,CITY LOWELL MA EARLY NEW,135 Middlesex St,On lower deck of parking garage. Space 29/30,Lowell,MA,1852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.641816,-71.310149,11/12/2025,62201,2025-11-12 01:18:03 UTC,,,,6/19/2014,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,LELD LIBRARY 2,35 Shattuck St,,Littleton,MA,1460,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.542697,-71.481031,11/13/2025,62769,2025-11-13 01:13:19 UTC,,,,8/1/2014,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
LPG,Atlantic Oaks Campground,3700 State Hwy,,Eastham,MA,2642,,508-255-1437,E,,Public,9am-5pm daily,Cash D M V,,,,,,,,,,200-9,41.845605,-69.983464,10/12/2023,63315,2025-11-13 20:02:17 UTC,P,,,1/1/2012,,,TRUE,,,US,,,,Public,,public,,,CAMPGROUND,,,,,,,,,ACME,,,,,,,,FALSE,,,,,,,,HD,,
ELEC,York Ford,1481 Broadway,,Saugus,MA,1096,,,E,,Private,Service center use only,,,,,,2,,,Non-Networked,,GPS,42.456219,-71.024859,12/10/2024,63609,2025-02-12 00:16:32 UTC,P,,,10/1/2014,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,Acton Ford,76 Powdermill Rd,,Acton,MA,1720,,978-897-7000,E,,Public,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,42.441386,-71.430141,1/9/2024,63614,2024-01-31 22:07:01 UTC,P,,,9/1/2014,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Standard Parking,100 Cambridge St,,Boston,MA,2114,,617-523-0928,E,,Public,Garage business hours,,,,,,2,,,Non-Networked,,200-9,42.359957,-71.062137,2/13/2023,63990,2023-02-14 15:54:11 UTC,P,,,8/1/2014,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,RMLD ADI WOB STA6 NG,804 Woburn St,"Stations are located in a monitored lot on the northwest side of the Analog Devices, Inc. campus.",Wilmington,MA,1887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.530541,-71.149336,11/13/2025,65005,2025-11-13 01:16:06 UTC,,,,1/6/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Cichy's Garage,5 Main St,,Williamsburg,MA,1096,,413-268-7901,E,,Public,24 hours daily,,,,,,4,,,AMPUP,https://ampup.io,200-9,42.39264,-72.729866,10/11/2022,65681,2023-11-16 19:26:50 UTC,P,,,6/1/2014,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
LPG,Norwood Bottled Gas,305 Boston Providence Hwy,,Norwood,MA,2062,,781-762-2331,E,,Public,"8am-6pm M-Sat, 10am-6pm Sun",A Cash Checks D Debit M V,,,,,,,,,,200-9,42.200689,-71.187782,11/13/2025,66870,2025-11-13 20:04:56 UTC,P,,,4/29/2015,,,TRUE,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME,,,,,,,,FALSE,,,,,,,,HD,,
ELEC,BUMC-BMC 610 ALBANY 4,610 Albany St,Enter gararge on BioSquare Dr. Station on 1st level west of entrance,Boston,MA,2118,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.33593,-71.067034,11/13/2025,67371,2025-11-13 01:13:07 UTC,,,,5/30/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Town of Needham,470 Dedham Ave,,Needham,MA,2492,,,E,,Private,Town vehicle use only,,,,,,2,,,Non-Networked,,200-9,42.272277,-71.222118,10/11/2024,68429,2025-02-12 00:16:32 UTC,LG,,,4/30/2015,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,City of Gloucester - City Hall Annex,3 Pond Rd,,Gloucester,MA,1930,,978-325-5230,E,,Public,24 hours daily; 4 hour limit,,,,,,3,,,Non-Networked,,200-9,42.629952,-70.640756,11/9/2023,68430,2025-11-07 17:19:46 UTC,LG,,,5/5/2015,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE,
CNG,Alternative Vehicle Service Group - Worcester,20 Quinsigamond Ave,I-90 W to Exit 10A to Route 146 E to Quinsigamond Ave,Worcester,MA,1608,,617-242-8755,E,,Public - Credit card at all times,24 hours daily,M PHH V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,42.251305,-71.805502,8/12/2025,70126,2025-08-12 16:54:10 UTC,P,,,9/20/2017,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,NONE,1000,37000,,,,,,,,Q,3600,HD,,,FALSE,,,,,,TRUE,,HD,,
ELEC,ARSENAL YARDS PURPLE ROOF,45 Bond St.,Purple Garage,Watertown,MA,2472,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.362359,-71.159371,11/12/2025,71856,2025-11-12 01:24:03 UTC,,,,12/17/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Bank of New York Mellon,135 Santilli Hwy,,Everett,MA,2149,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,200-9,42.40477,-71.070124,2/13/2023,72012,2023-02-14 15:54:11 UTC,P,,,1/1/2015,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Tufts Health Plan,705 Mt. Auburn St,,Watertown,MA,2472,,,E,,Private,Employee use only,,,,,,8,,,Non-Networked,,200-9,42.371893,-71.154018,10/11/2024,72370,2025-02-12 00:16:32 UTC,P,,,8/1/2014,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,National Grid - Brockton,100 E Ashland St,,Brockton,MA,2302,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,200-9,42.095649,-71.015181,1/9/2024,73235,2024-01-31 22:07:01 UTC,T,,,1/1/2016,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,National Grid - Hopedale,245 S Main St,,Hopedale,MA,1747,,,E,,Private,Employee use only,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,42.116787,-71.512595,1/9/2024,73237,2024-01-31 22:07:01 UTC,P,,,1/1/2016,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,National Grid - Leominster,164 Viscoloid Ave,,Leominster,MA,1453,,,E,,Private,Employee use only,,,,,,4,,,Non-Networked,,200-9,42.518874,-71.740495,1/9/2024,73238,2024-01-31 22:07:01 UTC,P,,,1/1/2016,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,Harvard University,52 Oxford St,,Cambridge,MA,2138,,,E,,Private,Employee use only,,,,,,10,,,Non-Networked,,200-9,42.377123,-71.115733,1/13/2025,73239,2025-02-12 00:16:32 UTC,P,,,4/1/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,CITY LOWELL MA JOE DOWNES,75 John St,,Lowell,MA,1852,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.646535,-71.307917,11/13/2025,74329,2025-11-13 00:58:51 UTC,,,,3/25/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Barnstable Town Hall,367 Main St,In the parking lot next to Town Hall,Barnstable,MA,2601,,508-862-4000,E,,Public,8am-4:30pm daily,,,,,,2,,,Non-Networked,,GPS,41.65131889,-70.283791,1/9/2024,75012,2025-10-27 18:57:23 UTC,LG,,,11/1/2013,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,NONE,FALSE,,,,,,,,LD,FALSE,
ELEC,Barnstable High School,744 W Main St,In front of the main entrance to the school,Barnstable,MA,2601,,508-862-4985,E,,Public,8am-4:30pm daily,,,,,,2,,,Non-Networked,,GPS,41.65382765,-70.32124583,1/9/2024,75013,2025-10-27 18:57:23 UTC,LG,,,11/30/2012,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Cape Cod Regional Transit,215 Iyannough Rd,,Hyannis,MA,2601,,508-775-8504,E,,Public,24 hours daily; pay lot,,,,,,2,,,Non-Networked,,200-8,41.66061,-70.27778,1/13/2025,75014,2025-02-12 00:16:32 UTC,SG,,,11/1/2013,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Town of Barnstable - Social Security Office,259 N St,In the parking lot on the side closest to the side road connecting the lot to Bassett Lane,Hyannis,MA,2601,,866-467-0440,E,,Public,8am-4:30pm daily,,,,,,2,,,Non-Networked,,GPS,41.65090705,-70.29057047,1/9/2024,78275,2025-10-27 18:57:23 UTC,LG,,,11/30/2012,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Town of Barnstable - Senior Center,825 Falmouth Rd,,Hyannis,MA,2601,,508-862-4750,E,,Public,8am-4:30pm daily,,,,,,2,,,Non-Networked,,200-8,41.65954,-70.31616,12/13/2023,78276,2025-10-27 18:57:23 UTC,LG,,,4/17/2015,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Revere City Hall,281 Broadway,Broadway at Pleasant Street,Revere,MA,2151,,,E,,Private,,,,,,,4,,,Non-Networked,,200-9,42.407851,-71.013106,2/13/2023,78663,2025-09-10 17:52:43 UTC,LG,,,9/1/2016,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Massachusetts Department of Environmental Protection - Southeast Region Main Office,20 Riverside Dr,Located at the rear of the building,Lakeville,MA,2347,,508-946-2700,E,,Public,24 hours daily; priority given to state vehicles,,,,,,1,,,Non-Networked,,200-9,41.876114,-70.921574,12/13/2023,78665,2024-01-31 22:07:01 UTC,LG,,,10/1/2015,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,TRUE,
ELEC,Gary Rome Hyundai,150 Whiting Farms Rd,,Holyoke,MA,1040,,413-536-4328,E,,Public,"Dealership business hours, see service center for access",,,,,,2,,,Non-Networked,,200-9,42.181605,-72.636166,11/13/2025,80999,2025-11-13 20:02:17 UTC,P,,,9/1/2016,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,100 CLARENDON STATION 3,100 Clarendon St,,Boston,MA,2116,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.347597,-71.073954,11/13/2025,82264,2025-11-13 01:12:45 UTC,,,,4/12/2017,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,North Station Garage,121 Nashua St,,Boston,MA,2114,,617-222-3042,E,,Public,Garage business hours; pay lot,,,,,,4,,,Non-Networked,,200-8,42.36758,-71.065477,1/9/2024,82461,2025-10-02 19:58:26 UTC,P,,,6/1/2016,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,The Soundings Resort,79 Chase Ave,,Dennis,MA,2639,,508-394-6561,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,41.655972,-70.119368,11/13/2025,82463,2025-11-13 20:02:17 UTC,P,,,2/1/2017,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,City Yard,237-335 Liberty St,,New Bedford,MA,2740,,,E,,Private,Employee use only,,,,,,8,,,Non-Networked,,GPS,41.642131,-70.943461,10/11/2024,85842,2025-11-11 16:07:42 UTC,P,,,7/1/2015,,,,,J1772,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Department of Public Infrastructure,1105 Shawmut Ave,,New Bedford,MA,2746,,,E,,Private,Employee use only,,,,,,3,1,,Non-Networked,,GPS,41.663264,-70.951362,10/11/2024,85843,2025-11-11 16:07:42 UTC,P,,,2/1/2017,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
ELEC,School Public Facilities,265 Parker St,,New Bedford,MA,2740,,,E,,Private,Employee use only,,,,,,3,,,Non-Networked,,GPS,41.64319,-70.94336,10/11/2024,85844,2025-11-11 16:07:42 UTC,P,,,2/1/2017,,,,,J1772,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Kelly Nissan,95 Cedar St,,Woburn,MA,1801,,781-835-3500,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-9,42.499069,-71.119302,2/12/2024,85963,2025-02-12 00:16:32 UTC,P,,,3/1/2017,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Walden Pond State Reservation,915 Walden St,Located near Lincoln and Concord,Concord,MA,1742,,978-369-3254,E,,Public - Call ahead,Hours vary seasonally; pay lot,,,,,,4,,,Non-Networked,,200-9,42.440458,-71.334515,11/9/2023,86863,2024-01-31 22:07:01 UTC,SG,,,9/1/2016,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARK,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,LD,FALSE,
ELEC,Harvard University,1230 Soldiers Field Rd,,Allston,MA,2163,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,GPS,42.3638794,-71.1363167,1/13/2025,87838,2025-02-12 00:16:32 UTC,P,,,4/2/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Harvard University,10 Everett St,,Cambridge,MA,2128,,,E,,Private,Employee use only,,,,,,11,,,Non-Networked,,200-8,42.379954,-71.118918,1/13/2025,87839,2025-02-12 00:16:32 UTC,P,,,4/3/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Harvard University,7 Felton St,,Cambridge,MA,2128,,,E,,Private,Employee use only,,,,,,14,,,Non-Networked,,200-8,42.374023,-71.112703,1/13/2025,87840,2025-02-12 00:16:32 UTC,P,,,4/4/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Harvard University,1 Western Ave,,Allston,MA,2163,,,E,,Private,Employee use only,,,,,,16,,,Non-Networked,,200-8,42.364162,-71.118297,1/13/2025,87841,2025-02-12 00:16:32 UTC,P,,,1/1/2020,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Harvard University,159 Banks St,,Cambridge,MA,2128,,,E,,Private,Employee use only,,,,,,2,,,Non-Networked,,200-8,42.367208,-71.114734,1/13/2025,87842,2025-02-12 00:16:32 UTC,P,,,4/6/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Harvard University,5 Cowperthwaite St,,Cambridge,MA,2128,,,E,,Private,Employee use only,,,,,,4,,,Non-Networked,,200-9,42.368953,-71.115156,1/13/2025,87843,2025-02-12 00:16:32 UTC,P,,,4/7/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Harvard University,10 Akron St,,Cambridge,MA,2128,,,E,,Private,Employee use only,,,,,,13,,,Non-Networked,,200-9,42.365629,-71.115394,1/13/2025,87844,2025-02-12 00:16:32 UTC,P,,,4/8/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Harvard University,125 Western Ave,,Allston,MA,2163,,,E,,Private,Employee use only,,,,,,8,,,Non-Networked,,200-9,42.364028,-71.124074,1/13/2025,87845,2025-02-12 00:16:32 UTC,P,,,4/9/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,Harvard University,230 Western Ave,,Allston,MA,2163,,,E,,Private,Employee use only,,,,,,4,,,Non-Networked,,200-9,42.362936,-71.131848,1/13/2025,87846,2025-02-12 00:16:32 UTC,P,,,4/10/2015,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
